l1_r,l2_r,recovery,h_emp,l1,l2
310.3324067612181,0.8410494135914796,0,1.2788560677423801,4.5,0.012195704601594415
0.5,1.2022476203767156,0,249.59408818975805,0.007250290175886264,0.017433288221999882
9.612717845918182,1.2022476203767156,1,13.021775473661119,0.13938998752365434,0.017433288221999882
18.725435691836363,1.2022476203767156,1,6.741515323515152,0.27152968487142237,0.017433288221999882
27.838153537754543,1.2022476203767156,1,4.597984752160841,0.4036693822191904,0.017433288221999882
36.95087138367273,1.2022476203767156,1,3.5310769113332032,0.5358090795669586,0.017433288221999882
46.06358922959091,1.2022476203767156,1,2.9021634796249973,0.6679487769147266,0.017433288221999882
55.17630707550909,1.2022476203767156,1,2.4943653028275388,0.8000884742624946,0.017433288221999882
64.28902492142727,1.2022476203767156,1,2.2135578791864288,0.9322281716102627,0.017433288221999882
73.40174276734545,1.2022476203767156,1,2.012128203377636,1.0643678689580307,0.017433288221999882
82.51446061326362,1.2022476203767156,1,1.8632934554376739,1.1965075663057987,0.017433288221999882
91.62717845918182,1.2022476203767156,1,1.7507787213748587,1.328647263653567,0.017433288221999882
100.73989630509999,1.2022476203767156,1,1.6641155560162164,1.4607869610013349,0.017433288221999882
109.85261415101817,1.2022476203767156,1,1.5962829043862552,1.5929266583491029,0.017433288221999882
118.96533199693636,1.2022476203767156,1,1.5424243059372846,1.725066355696871,0.017433288221999882
128.07804984285454,1.2022476203767156,1,1.4991013055374174,1.857206053044639,0.017433288221999882
137.19076768877272,1.2022476203767156,1,1.4638340888914079,1.9893457503924072,0.017433288221999882
146.3034855346909,1.2022476203767156,1,1.4348063751156521,2.1214854477401754,0.017433288221999882
155.4162033806091,1.2022476203767156,1,1.4106696330633424,2.2536251450879434,0.017433288221999882
164.52892122652727,1.2022476203767156,1,1.3904100631950502,2.3857648424357114,0.017433288221999882
173.64163907244549,1.2022476203767156,1,1.37325656786862,2.51790453978348,0.017433288221999882
182.75435691836364,1.2022476203767156,1,1.3586161399802514,2.650044237131248,0.017433288221999882
191.86707476428182,1.2022476203767156,1,1.3460279258938126,2.782183934479016,0.017433288221999882
200.9797926102,1.2022476203767156,1,1.335130190121051,2.914323631826784,0.017433288221999882
210.0925104561182,1.2022476203767156,1,1.3256363022558246,3.0464633291745518,0.017433288221999882
219.20522830203635,1.2022476203767156,1,1.3173171023665733,3.1786030265223197,0.017433288221999882
228.31794614795456,1.2022476203767156,1,1.3099878220480499,3.310742723870088,0.017433288221999882
237.43066399387274,1.2022476203767156,1,1.303498291244357,3.442882421217856,0.017433288221999882
246.54338183979092,1.2022476203767156,0,1.2977255375125578,3.575022118565624,0.017433288221999882
